pred_xmin,pred_ymin,pred_xMax,pred_yMax,pred_length,pred_width,pred_height,pred_theta,pred_sin_theta,pred_cos_theta,filename,class,gt_xmin,gt_ymin,gt_xMax,gt_yMax,gt_length,gt_width,gt_height,gt_theta,gt_sin_theta,gt_cos_theta
470,588,879,947,4.319,1.617,1.396,1.537,0.164,-2.452,2017_0710_135547_057_000583,car,497,635,857,905,4.28321,1.58468,1.27286,-1.52659,-0.9990230594459123,0.04419193020596782
0,653,73,784,4.473,1.646,1.393,1.246,1.173,-1.543,2017_0710_135547_057_000583,car,13,644,94,809,1.61585,0.892439,1.12974,-1.15925,-0.9165033463019285,0.40002701935915197
1000,606,1477,931,3.7,1.366,1.462,-0.875,-1.365,-0.246,2017_0710_135547_057_000583,car,979,606,1514,897,4.30999,1.56488,1.47119,1.12275,0.9012951638909755,0.4332055257573933
12,629,95,684,1.579,0.341,1.453,1.528,0.178,-2.074,2017_0710_135547_057_000583,car,13,623,95,671,4.08892,1.38644,1.58694,1.13707,0.9074060457089028,0.4202550037904754
95,588,386,1009,4.073,1.529,1.53,-1.459,-0.284,-1.251,2017_0710_135547_057_000583,cyclist,93,558,395,1020,1.80244,0.405663,1.45473,-1.27064,-0.9552902797257712,0.29566954774115284
384,607,520,891,1.431,0.561,1.574,1.477,0.263,-1.391,2017_0710_135547_057_000583,cyclist,399,611,517,886,1.34338,0.28415,1.6631,-1.40079,-0.9855836965078124,0.16918858465628342
371,666,418,697,4.223,1.556,1.445,-1.456,-0.382,-1.635,2017_0710_135547_057_000274,car,377,667,425,695,4.32477,1.37515,1.43712,-1.16715,-0.919634927545301,0.3927742354568959
445,668,492,695,0.656,0.493,1.505,0.732,1.524,0.163,2017_0710_135547_057_000274,car,445,667,481,693,1.65994,2.12285,0.510343,0.0254988,0.025496036917459435,0.9996749232132931
1774,582,1841,715,4.023,1.417,1.439,-1.371,-0.474,-1.12,2017_0710_135547_057_000274,pedestrian,1793,593,1854,730,0.257028,0.428568,1.72433,0.246422,0.24393561436517008,0.9697914291456112
565,627,796,826,0.446,0.524,1.658,1.274,0.68,-1.006,2017_0710_135547_057_000130,car,570,643,801,840,4.13649,1.60148,1.40328,-1.55641,-0.9998965185854584,0.014385830552324097
0,542,415,1018,5.081,1.817,2.185,1.562,0.039,-2.265,2017_0710_135547_057_000130,car,0,574,382,1005,4.04482,1.77703,1.73049,-1.49018,-0.9967522634166353,0.08052903435292476
60,642,144,694,2.333,0.949,1.48,1.526,0.13,-1.451,2017_0710_135547_057_000551,car,45,637,137,690,4.08878,1.50562,1.67577,-1.20744,-0.9347092070485384,0.3554134187937937
715,654,769,695,3.857,1.59,1.535,-1.515,-0.219,-1.966,2017_0710_135547_057_000551,car,718,658,762,694,3.69799,1.29916,2.12823,-1.52423,-0.9989159845093132,0.046549499372061445
354,650,400,678,3.185,1.621,1.42,1.516,0.163,-1.473,2017_0710_135547_057_000551,car,341,649,395,680,4.30571,1.43784,1.48393,-1.29946,-0.963413595569976,0.2680191110180967
411,651,451,679,1.63,0.726,1.655,1.536,0.14,-2.017,2017_0710_135547_057_000551,car,420,650,462,679,2.99876,1.19069,1.4453,-1.53634,-0.9994064395002088,0.03444950922024181
1076,586,1384,807,4.443,1.607,1.64,0.968,1.632,-0.625,2017_0710_135547_057_000551,van,1060,592,1398,784,4.88472,1.72112,2.13203,1.02742,0.8559679047812085,0.5170289604891276
788,649,894,737,4.375,1.694,1.779,1.543,0.115,-2.062,2017_0710_135547_057_000530,car,796,662,904,739,4.18369,1.66603,1.39015,1.43031,0.9901480155597697,0.1400246666950146
636,661,698,715,0.538,0.474,1.597,-0.26,-0.405,0.707,2017_0710_135547_057_000530,car,628,658,684,708,4.32883,1.79724,1.66248,-1.51996,-0.9987081121972181,0.050814433298708
451,651,522,708,4.51,1.703,1.743,1.552,0.12,-3.116,2017_0710_135547_057_000530,car,454,655,520,701,4.00626,1.57868,1.48412,-1.41412,-0.9877513512071945,0.15603611180865
697,664,718,702,4.137,1.766,1.614,1.554,0.084,-2.44,2017_0710_135547_057_000530,cyclist,700,660,718,706,1.67342,0.778622,1.956,1.50605,0.9979046887139732,0.0647010992384846
738,642,802,703,3.915,1.46,1.537,1.518,0.218,-2.063,2017_0710_135547_057_000530,tricyclist,742,649,802,705,3.65975,1.5931,1.73154,1.54333,0.9996228241588523,0.02746287349642016
734,721,771,749,0.474,0.482,1.57,1.26,0.818,-1.14,2017_0713_141736_077_000830,car,736,720,769,748,2.03231,0.834325,0.696633,0.579626,0.5477110614404007,0.8366675523622448
180,694,314,767,2.6,1.291,1.503,0.825,0.514,-0.04,2017_0713_141736_077_000830,car,187,698,315,762,4.01433,1.75576,1.53966,-1.20652,-0.9343818311804656,0.35627320073202234
919,705,988,768,1.305,0.718,1.429,1.434,0.379,-1.356,2017_0713_141736_077_000830,car,922,717,990,763,3.84219,1.60701,1.55463,1.39082,0.9838479307162491,0.17900628264213142
102,636,304,752,6.752,2.0,2.064,-1.097,-0.732,-0.526,2017_0713_141736_077_000830,bus,110,639,326,740,12.161,2.71703,3.21095,-1.05621,-0.8704963962972337,0.49217479012392473
25,678,78,765,3.826,1.465,1.588,1.532,0.133,-1.694,2017_0713_141736_077_000830,cyclist,27,683,80,764,1.7201,0.489466,1.56735,-1.55849,-0.9999242781160619,0.012306016173912191
865,719,898,785,4.748,1.784,1.984,1.442,0.446,-1.69,2017_0713_141736_077_000830,cyclist,871,722,903,781,1.53692,0.778055,1.62292,1.52051,0.9987359090795251,0.05026513617900998
812,719,834,757,0.532,0.47,1.654,1.321,0.892,-1.63,2017_0713_141736_077_000830,cyclist,813,725,830,758,1.39954,0.454681,1.54365,1.46536,0.9944467379076126,0.10524108259091618
988,689,1124,786,3.355,1.371,1.544,1.538,0.143,-2.195,2017_0713_141736_077_000830,tricyclist,991,682,1108,783,4.1732,1.63551,2.13636,1.39757,0.9850338007480627,0.17236128156818173
116,657,230,739,4.078,1.542,1.565,-1.37,-0.66,-1.552,2017_0710_135547_057_000467,car,115,658,243,739,4.10504,1.49771,1.55542,-1.29343,-0.9617799348850312,0.2738235871004271
629,651,804,805,3.002,1.132,1.468,-1.409,-0.627,-1.874,2017_0710_135547_057_000467,car,641,658,791,787,4.13014,1.82726,1.63879,1.48977,0.996719162736449,0.08093769600101083
567,669,667,756,5.072,1.85,1.999,1.563,0.036,-2.312,2017_0710_135547_057_000467,car,578,676,652,739,4.22755,1.67153,1.53256,-1.55823,-0.9999210447544523,0.012565996067349839
238,668,321,725,0.501,0.471,1.664,1.393,0.423,-1.141,2017_0710_135547_057_000467,car,222,661,320,723,4.13252,1.47598,1.46225,-1.2959,-0.9624533445973406,0.2714471577920698
1256,606,1579,891,0.519,0.499,1.664,1.494,0.199,-1.28,2017_0710_135547_057_000467,car,1245,576,1592,886,4.11906,1.45465,1.57035,1.49328,0.9969971136324992,0.07743872034367186
320,674,369,717,0.464,0.511,1.631,1.54,0.101,-1.665,2017_0710_135547_057_000467,car,300,666,371,714,3.98812,1.47228,1.49746,-1.33324,-0.9719159416231735,0.2353282864823946
391,639,527,768,4.045,1.59,1.604,-1.465,-0.334,-1.556,2017_0710_135547_057_000467,truck,388,643,524,771,5.14763,1.60472,1.84964,-1.33326,-0.9719206479945196,0.23530884811649785
1096,638,1159,756,0.441,0.455,1.637,1.382,0.29,-0.73,2017_0710_135547_057_000467,pedestrian,1090,664,1143,752,0.386631,0.546951,1.6838,1.51677,0.998540932957415,0.054000048227158134
1126,649,1185,766,0.537,0.473,1.669,1.515,0.163,-1.443,2017_0710_135547_057_000467,pedestrian,1135,655,1194,764,0.48813,0.630325,1.81883,1.51525,0.9984576994014522,0.05551776747996239
1052,655,1105,759,0.476,0.478,1.659,1.512,0.142,-1.201,2017_0710_135547_057_000467,pedestrian,1055,663,1096,744,0.317911,0.431648,1.67714,1.45449,0.9932440400743137,0.1160442883422325
1660,587,1732,723,0.58,0.507,1.55,-1.468,-0.094,-0.448,2017_0710_135547_057_000467,pedestrian,1667,609,1721,720,0.389789,0.544126,1.74782,1.53393,0.9993205139384901,0.036857976364853745
967,649,1020,748,3.767,1.287,1.835,-1.309,-0.791,-1.373,2017_0710_135547_057_000467,pedestrian,972,666,1015,743,0.563779,0.493973,1.58787,1.44475,0.992066673610109,0.1257128279539256
1626,596,1695,739,2.898,1.008,1.565,-1.256,-0.702,-0.964,2017_0710_135547_057_000467,pedestrian,1619,615,1682,752,0.516381,0.466227,1.77335,-1.40236,-0.9858481077942219,0.1676410103720216
845,526,890,565,0.347,0.331,0.626,1.53,0.236,-2.859,2017_0715_174605_079_002007,car,837,523,881,560,3.87559,0.926719,2.0203,1.49273,0.9969543715426479,0.07798705701591772
1352,593,1430,697,3.601,1.314,1.515,-1.531,-0.131,-1.653,2017_0715_174605_079_002007,trafficcone,1342,599,1450,729,0.518362,0.334938,0.660906,1.18682,0.9271823968320985,0.374610201415665
647,730,745,814,1.064,0.982,1.124,0.82,1.119,-0.078,2017_0713_141736_077_000611,car,646,727,745,804,4.1562,1.6753,1.55173,-1.43581,-0.9909031713928474,0.13457676219762865
1110,710,1286,827,4.238,1.65,1.643,-1.568,-0.008,-1.614,2017_0713_141736_077_000611,car,1113,711,1292,822,4.45057,1.71996,1.6925,1.27139,0.9555117631904092,0.2949529969414709
1006,719,1079,778,1.769,1.363,0.937,0.61,0.728,0.266,2017_0713_141736_077_000611,car,993,724,1070,779,4.22305,1.60691,1.58752,1.46911,0.9948343988469268,0.10151117608851629
1062,498,1159,674,1.573,1.25,0.756,1.257,0.52,-0.717,2017_0715_174605_079_001992,cyclist,1060,505,1138,689,1.33974,0.391515,1.58466,1.37071,0.9800494237028085,0.1987539360611331
1076,647,1170,692,3.536,1.36,1.546,-1.56,-0.039,-1.86,2017_0710_135547_057_000062,car,1077,654,1170,690,3.81842,1.4151,1.94885,-0.379794,-0.37072915662921646,0.9287410254882628
0,603,408,959,3.908,1.388,1.471,-0.751,-1.319,0.091,2017_0710_135547_057_000062,car,0,597,445,940,4.26263,1.5634,1.45045,-1.15698,-0.9155929244238086,0.40210644951935043
858,644,969,750,0.5,0.486,1.496,-0.941,-0.13,-0.042,2017_0710_135547_057_000062,car,844,655,959,751,4.13833,1.53079,1.47893,-1.54531,-0.9996752411528258,0.025483567765122506
419,731,609,866,0.364,0.406,1.544,1.102,1.086,-0.799,2017_0713_141736_077_001117,car,408,733,603,864,4.27211,1.4756,1.45453,-1.32055,-0.9688514500916371,0.24764262083763355
358,750,445,808,4.145,1.551,1.607,-1.188,-1.141,-1.188,2017_0713_141736_077_001117,car,352,757,435,810,3.86075,1.50364,1.46381,-1.35104,-0.9759505970690326,0.21799181654502214
1589,639,1928,934,3.821,1.499,1.427,-1.403,-0.382,-1.091,2017_0713_141736_077_001117,car,1606,670,1912,950,3.91991,1.69826,1.78012,1.08629,0.8849049958707407,0.46577156233823935
862,745,957,815,3.624,1.46,1.57,-1.527,-0.142,-1.61,2017_0713_141736_077_001117,car,869,748,957,817,4.24532,1.79198,1.59812,1.51948,0.998683606218999,0.05129380732033191
648,753,700,801,3.134,1.369,1.778,-1.523,-0.18,-1.889,2017_0713_141736_077_001117,car,651,750,704,800,4.13779,1.69675,1.67468,-1.5076,-0.9980037766448691,0.06315426986814342
273,740,373,803,4.116,1.611,1.583,-1.537,-0.093,-1.388,2017_0713_141736_077_001117,car,276,741,379,803,4.09606,1.50032,1.62384,-1.23628,-0.9445692159970122,0.3283123454742293
0,672,58,811,1.718,0.546,1.55,1.316,0.585,-1.046,2017_0713_141736_077_001117,car,4,694,64,803,1.68861,0.992002,1.74941,1.50993,0.9981482169303927,0.06082875174354442
958,734,1066,914,3.846,1.426,1.456,-1.331,-0.849,-1.631,2017_0713_141736_077_001117,cyclist,964,733,1066,931,1.6766,0.404473,1.44042,1.33412,0.9721226541627215,0.23447290944504848
805,756,847,819,4.26,1.612,1.552,1.552,0.052,-1.358,2017_0713_141736_077_001117,cyclist,802,752,833,825,1.2641,0.666171,1.67464,-1.53546,-0.9993757369658592,0.03532897343464163
245,709,373,798,3.476,1.623,1.641,0.784,0.206,0.001,2017_0713_141736_077_001117,tricyclist,246,714,340,791,4.45316,1.61498,2.19075,-1.23962,-0.9456605085788187,0.32515565889962617
989,729,1117,816,1.763,0.586,1.602,1.521,0.238,-2.407,2017_0713_141736_077_001034,car,990,734,1131,814,4.20704,1.61507,1.48599,1.40905,0.9869475565118644,0.1610419842626768
611,734,653,769,3.988,1.504,1.414,1.449,0.288,-1.162,2017_0713_141736_077_001034,car,623,740,658,767,2.24653,2.01997,1.05805,0.558665,0.5300546393370648,0.8479634893774933
777,737,817,770,6.728,1.916,2.133,-1.332,-1.116,-2.157,2017_0713_141736_077_001034,car,769,741,816,782,2.95058,1.30133,1.31719,-1.54892,-0.9997607227058609,0.02187458193096792
278,712,375,777,6.324,1.867,2.012,-1.253,-0.982,-1.334,2017_0713_141736_077_001034,bus,262,700,394,768,11.0132,2.50818,2.91352,-1.19797,-0.9313015798115762,0.36424904590192436
818,739,845,795,1.435,0.614,1.605,1.527,0.25,-2.826,2017_0713_141736_077_001034,cyclist,813,739,837,797,1.16406,0.489947,1.58839,-1.47363,-0.9952830653854507,0.09701350296191001
844,722,906,851,1.525,0.586,1.597,1.515,0.3,-2.679,2017_0713_141736_077_001034,cyclist,849,710,920,874,1.523,0.473718,1.59763,1.41836,0.9884040636529113,0.1518466560527814
589,642,696,741,4.145,1.518,1.673,1.319,0.662,-1.203,2017_0710_135547_057_000357,car,588,643,683,730,4.22972,1.78624,1.70463,-1.53393,-0.9993205139384901,0.036857976364853745
1061,628,1579,934,4.084,1.543,1.554,-1.438,-0.472,-1.735,2017_0710_135547_057_000357,car,1088,648,1576,889,4.20796,1.5541,1.30394,1.08828,0.8858301285124752,0.46400968030804235
396,590,557,756,4.18,1.553,1.407,-1.349,-0.856,-1.799,2017_0710_135547_057_000357,truck,368,583,553,753,7.63019,2.06056,2.25342,-1.43334,-0.9905677444291714,0.13702388002280405
737,630,801,775,4.038,1.563,1.477,1.542,0.102,-1.8,2017_0710_135547_057_000357,cyclist,747,642,803,765,1.61321,0.629093,1.5688,1.47973,0.9958563268994756,0.09094050898408715
415,607,610,833,2.011,0.753,1.565,1.492,0.352,-2.211,2017_0710_135547_057_000357,cyclist,487,622,607,875,1.52681,0.498447,1.59545,-1.31244,-0.9668112289298884,0.2554917760223978
215,639,301,696,3.929,1.58,1.444,-1.256,-0.832,-1.143,2017_0710_135547_057_000282,car,216,643,309,696,4.1746,1.51312,1.51533,-1.27755,-0.957310533484709,0.28906148563795553
124,639,220,703,4.085,1.629,1.477,-1.372,-0.628,-1.495,2017_0710_135547_057_000282,car,125,642,224,694,4.16995,1.55384,1.59316,-1.15301,-0.9139893507377808,0.4057381751054859
321,649,389,694,3.978,1.507,1.392,-1.31,-0.627,-1.089,2017_0710_135547_057_000282,car,338,650,395,686,3.56941,1.37866,1.24857,-1.44174,-0.9916837844611095,0.12869837464743572
0,627,60,716,1.763,1.687,1.114,1.021,0.715,-0.365,2017_0710_135547_057_000282,car,5,624,67,701,2.96238,1.42223,1.63192,-1.09538,-0.8891022423091082,0.45770864392199967
722,668,810,743,1.765,0.482,1.58,1.503,0.255,-1.876,2017_0710_135547_057_000515,car,719,665,811,739,3.90747,1.73667,1.49102,1.52063,0.9987419337049537,0.0501452875082992
1291,607,1629,788,3.882,1.463,1.388,-1.255,-1.04,-1.424,2017_0710_135547_057_000515,car,1319,611,1641,789,4.29513,1.74013,1.67461,-0.950449,-0.8136765984950792,0.5813178072805594
11,649,100,707,4.203,1.517,1.445,-1.29,-1.02,-1.623,2017_0710_135547_057_000515,car,3,645,104,716,3.91254,1.48202,1.50493,-1.12611,-0.9027456440925656,0.43017473434861186
283,654,414,733,4.19,1.462,1.424,-1.345,-0.559,-1.152,2017_0710_135547_057_000515,car,302,644,439,733,4.2175,1.63148,1.68302,-1.29728,-0.9628270251082672,0.27011871412614896
701,668,747,711,1.454,0.694,1.622,1.551,0.095,-2.446,2017_0710_135547_057_000515,car,701,664,755,712,4.03792,1.66216,1.57142,1.55374,0.9998545443844923,0.017055499807373104
169,658,247,702,1.577,0.732,1.58,1.554,0.075,-2.229,2017_0710_135547_057_000515,car,193,655,269,703,4.03411,1.47457,1.52386,-1.2511,-0.9493308997486353,0.3142782887544838
518,657,567,757,3.146,1.189,1.516,-1.534,-0.074,-1.003,2017_0710_135547_057_000515,cyclist,519,655,568,760,1.28083,0.412641,1.45874,-1.34531,-0.9746854891951005,0.2235804042229723
587,667,614,727,1.823,0.786,1.593,1.544,0.136,-2.567,2017_0710_135547_057_000515,cyclist,580,669,606,729,1.23348,0.460034,1.41322,-1.39627,-0.9848088987916925,0.17364167950320536
345,633,480,906,4.082,1.614,1.476,1.56,0.044,-2.015,2017_0710_135547_057_000515,cyclist,344,645,450,856,1.29174,0.553843,1.65821,-1.33018,-0.9711912878778272,0.2383012428633294
591,660,629,705,4.007,1.399,1.423,-1.184,-1.064,-1.087,2017_0710_135547_057_000515,tricyclist,589,656,632,701,3.34331,1.71451,2.0629,-1.25731,-0.9512642503907212,0.3083769218482138
39,622,152,697,5.214,1.819,2.022,1.556,0.082,-2.721,2017_0710_135547_057_000507,car,28,626,175,688,4.16382,1.57637,1.42688,-1.05101,-0.8679253298377676,0.4966946967967368
121,599,546,904,3.905,1.437,1.402,-1.223,-1.033,-1.238,2017_0710_135547_057_000507,car,136,606,558,896,4.22403,1.47869,1.34202,-1.29821,-0.9630778191016756,0.2692231683090448
515,643,584,702,1.891,1.12,0.933,1.155,0.741,-0.675,2017_0710_135547_057_000183,car,515,645,576,697,4.36229,1.87837,1.73011,-1.53654,-0.9994133094138782,0.034249627244684146
324,645,358,672,3.184,1.535,1.07,-1.365,-0.589,-1.346,2017_0710_135547_057_000183,car,324,645,367,678,3.23673,0.711667,1.2987,-1.52835,-0.9990992899164057,0.042433582084640493
238,637,292,677,4.404,1.812,1.637,1.545,0.165,-3.228,2017_0710_135547_057_000183,car,241,643,290,676,3.69709,1.55534,1.13331,-1.35941,-0.9777409814322734,0.2098155695553953
658,606,737,688,3.734,1.617,1.446,-1.361,-0.791,-1.775,2017_0710_135547_057_000183,truck,673,602,749,694,6.77867,2.4803,3.1267,1.55806,0.9999188940862721,0.012735982462560688
945,636,1023,803,4.136,1.736,1.55,-1.559,-0.066,-2.694,2017_0710_135547_057_000183,pedestrian,948,626,1030,822,0.657871,0.602016,1.85093,1.48524,0.9963422894579087,0.08545198791001157
781,644,815,695,0.725,0.406,1.6,1.203,0.969,-1.073,2017_0710_135547_057_000183,pedestrian,785,642,816,689,0.444808,0.513133,1.58153,0.470417,0.4532580299684998,0.8913793571028412
489,648,573,717,1.032,0.64,1.566,-0.02,-0.019,0.474,2017_0710_135547_057_000482,car,489,651,564,715,4.0677,1.66797,1.63872,-1.55804,-0.999918639166639,0.012755980837893793
847,640,1046,773,3.838,1.473,1.415,1.54,0.084,-1.338,2017_0710_135547_057_000482,car,840,642,1029,768,4.01655,1.50927,1.55076,1.31068,0.9663600662393913,0.25719296720128093
933,592,1344,877,3.323,1.215,1.462,1.375,0.357,-0.862,2017_0710_135547_057_000482,car,976,633,1303,857,4.24415,1.62906,1.55414,1.15644,0.915375653458176,0.40260081104739154
614,660,650,695,3.122,1.185,1.214,1.324,0.48,-0.892,2017_0710_135547_057_000482,car,611,663,654,700,3.96287,1.54122,1.40745,1.51028,0.9981694458564906,0.060479396148990304
680,661,720,695,6.532,2.092,2.288,1.515,0.154,-1.378,2017_0710_135547_057_000482,car,687,662,729,695,4.22094,1.40526,1.42355,1.55336,0.9998479911052243,0.01743544329368796
730,629,859,728,4.188,1.597,1.472,1.163,1.036,-0.973,2017_0710_135547_057_000482,tricyclist,764,638,879,729,2.61978,1.26881,1.76619,0.148962,0.148411707773404,0.9889256620170102
679,717,749,772,1.681,0.431,1.506,1.312,1.057,-1.856,2017_0713_141736_077_000813,car,683,722,761,781,4.17387,1.64685,1.4945,-1.45152,-0.99289500839467,0.11899370699725331
208,694,336,769,4.079,1.549,1.611,-0.969,-1.806,-0.695,2017_0713_141736_077_000813,car,222,702,341,764,4.02228,1.53679,1.42944,-1.13677,-0.9072799283763852,0.4205272066886297
117,693,228,750,3.386,1.276,1.495,1.337,0.463,-0.915,2017_0713_141736_077_000813,car,114,697,194,744,4.0791,1.411,1.43464,-1.32041,-0.968816770630089,0.24777825761330544
772,722,806,751,3.475,1.195,1.482,-1.497,-0.18,-1.216,2017_0713_141736_077_000813,car,778,723,811,748,2.55515,0.487157,1.04628,0.585783,0.5528520095530985,0.8332794582450119
901,677,974,756,3.949,1.511,1.554,-1.056,-1.805,-1.085,2017_0713_141736_077_000813,bus,903,679,993,766,11.2682,2.7463,2.97853,1.50907,0.9980955350951538,0.06168713660982061
409,659,590,1005,9.422,2.325,2.667,1.551,0.102,-2.524,2017_0713_141736_077_000813,cyclist,424,652,581,1017,1.6971,0.260139,1.51901,-1.38735,-0.983220856960687,0.18241915041325144
853,720,882,747,4.072,1.683,1.491,1.544,0.118,-2.176,2017_0713_141736_077_000813,tricyclist,849,721,875,749,1.82632,1.41006,1.50801,0.967001,0.8231866730771189,0.5677708175560141
743,499,1206,878,1.485,0.578,1.555,1.535,0.112,-1.567,2017_0715_174605_079_001971,car,730,510,1178,862,4.06217,1.52125,1.1064,1.48089,0.9959611478541774,0.08978525471918747
643,519,722,657,1.61,0.41,1.603,-1.328,-0.509,-0.966,2017_0715_174605_079_001971,cyclist,640,513,710,681,1.56675,0.571792,1.57763,-1.48889,-0.996647551643526,0.081814777411939
735,519,796,644,1.587,0.55,1.616,1.568,0.01,-1.972,2017_0715_174605_079_001971,cyclist,730,523,784,668,1.28178,0.574089,1.60272,1.56083,0.99995033657619,0.009966161807046603
119,667,268,750,4.012,1.605,1.642,1.568,0.01,-2.001,2017_0713_141736_077_000630,car,111,684,250,760,4.09363,1.58635,1.63209,-1.17443,-0.9224699292400117,0.38606894416402854
451,708,523,757,3.827,1.427,1.368,-1.368,-0.29,-0.676,2017_0713_141736_077_000630,car,455,713,519,753,3.77881,1.413,1.45736,-1.28535,-0.95953606897152,0.28158574598633773
707,725,754,765,4.119,1.636,1.677,-0.983,-1.907,-0.795,2017_0713_141736_077_000630,car,702,723,760,770,4.19441,1.5866,1.50702,-1.488,-0.9965743417790054,0.0827017612130604
762,724,799,759,4.194,1.513,1.531,-1.437,-0.406,-1.483,2017_0713_141736_077_000630,car,762,720,810,760,4.26511,1.4944,1.49071,-1.35052,-0.9758371093810201,0.2184992813601341
1171,692,1265,741,3.692,1.275,1.652,1.515,0.206,-1.857,2017_0713_141736_077_000630,car,1141,694,1268,749,3.9024,1.59715,1.57428,-0.754122,-0.6846489821856758,0.7288729458500419
547,715,594,747,3.7,1.426,1.563,-1.443,-0.305,-1.168,2017_0713_141736_077_000630,car,538,720,584,748,4.42109,1.23607,1.37449,-1.45917,-0.9937762481669932,0.11139465238122917
613,713,659,747,4.113,1.543,1.478,-1.568,-0.011,-2.265,2017_0713_141736_077_000630,car,613,714,647,737,1.48901,1.54211,0.535089,-0.750895,-0.6822933484687238,0.7310785092145279
900,715,924,758,4.069,1.668,1.585,-1.029,-1.407,-0.744,2017_0713_141736_077_000630,cyclist,905,719,923,762,1.52056,0.623094,1.57644,1.39896,0.985272431260543,0.17099191851645687
0,712,276,869,4.275,1.66,1.551,-1.112,-0.598,-0.458,2017_0713_141736_077_001020,car,0,715,254,870,4.23478,1.60175,1.49659,-1.03855,-0.8616693015252784,0.5074702107601379
197,735,309,801,4.174,1.548,1.486,-1.062,-0.989,-0.612,2017_0713_141736_077_001020,car,199,743,293,797,3.95812,1.43921,1.43527,-1.11069,-0.8960052888811898,0.4440433788459586
345,740,417,790,4.017,1.458,1.421,-1.209,-0.996,-1.127,2017_0713_141736_077_001020,car,335,749,409,791,4.18246,1.5755,1.54357,-1.2741,-0.956307576148914,0.2923624801512481
737,757,785,796,5.59,1.963,2.317,-1.56,-0.045,-2.13,2017_0713_141736_077_001020,car,738,754,784,792,3.63887,1.28862,1.49379,-1.43938,-0.991377294939161,0.13103838780720617
657,755,694,788,1.624,0.507,1.52,-1.306,-0.41,-0.699,2017_0713_141736_077_001020,car,659,754,696,785,3.19253,1.15645,1.57814,1.5499,0.9997816797076613,0.020894806075370583
448,712,560,822,1.608,0.51,1.565,-1.467,-0.275,-1.303,2017_0713_141736_077_001020,van,456,719,559,819,4.47254,1.67885,2.0437,-1.39921,-0.9853151484499635,0.17074559506771006
1311,638,1549,991,1.337,0.477,1.522,-0.681,-0.598,0.127,2017_0713_141736_077_001020,cyclist,1327,652,1543,980,1.61688,0.61855,1.59781,1.09529,0.8890610449303468,0.4577886612699794
1717,665,1803,789,4.783,1.798,2.022,1.533,0.132,-1.761,2017_0713_141736_077_001020,cyclist,1712,643,1804,807,1.20034,0.329109,1.55373,1.4394,0.9913799155086415,0.1310185602351011
1844,644,1906,787,2.387,0.884,1.562,-0.884,-1.47,-0.292,2017_0713_141736_077_001020,pedestrian,1825,624,1909,791,0.6021,0.557631,1.66341,1.15801,0.9160066083173577,0.4011631756765954
562,705,685,804,4.014,1.412,1.452,-0.742,-0.803,0.069,2017_0713_141736_077_000805,car,551,707,694,802,4.27368,1.56031,1.4247,-1.39078,-0.983840769677867,0.1790456364161446
1054,682,1284,823,4.219,1.482,1.46,-1.048,-0.901,-0.522,2017_0713_141736_077_000805,car,1069,679,1258,809,4.20317,1.67035,1.67887,1.33146,0.9714955177856055,0.23705792313795004
300,700,396,752,4.509,1.681,1.694,1.41,0.442,-1.33,2017_0713_141736_077_000805,car,313,710,379,751,3.95407,1.42776,1.37002,-1.28423,-0.9592200911809904,0.2826602495483446
917,719,960,755,2.329,1.312,1.513,0.911,1.293,-0.331,2017_0713_141736_077_000805,car,923,715,968,747,4.0825,1.13605,1.49471,1.12403,0.9018489284716313,0.43205151338071995
75,679,148,742,4.242,1.425,1.47,1.512,0.223,-1.886,2017_0713_141736_077_000805,car,78,698,165,746,3.98782,1.37603,1.38741,-1.21714,-0.9381126900985287,0.3463301613722111
1083,500,1315,675,4.152,1.544,1.443,-1.466,-0.376,-1.765,2017_0715_174605_079_002272,car,1042,474,1326,668,4.34161,1.62957,1.64632,1.35004,0.9757321173135618,0.21896765798353365
1296,441,1977,912,4.075,1.387,1.486,-1.542,-0.067,-1.15,2017_0715_174605_079_002272,car,1261,488,1920,837,4.22669,1.88226,1.54092,0.461552,0.44533824521370946,0.8953624111777163
1282,475,1509,620,4.163,1.586,1.621,-1.531,-0.202,-2.551,2017_0715_174605_079_002272,van,1262,471,1531,607,4.23283,1.77633,1.90663,0.86928,0.7638644638375538,0.6453766968880783
1190,515,1419,650,3.283,1.206,1.644,-1.209,-1.156,-1.306,2017_0715_174605_079_001982,car,1209,522,1414,644,4.26115,1.53268,1.46555,1.3119,0.9666731224164676,0.25601381680994695
64,555,198,629,4.049,1.503,1.642,-1.01,-1.515,-0.728,2017_0715_174605_079_001982,car,69,555,213,628,4.15308,1.72293,1.69588,-1.02734,-0.8559265397253162,0.5170974362669445
1302,463,1777,837,4.001,1.491,1.601,-1.247,-0.671,-0.889,2017_0715_174605_079_001982,car,1344,492,1741,830,4.3094,1.60421,1.50261,1.33571,0.9724942371202726,0.2329269386907811
217,554,335,619,1.484,0.552,1.57,1.535,0.093,-1.297,2017_0715_174605_079_001982,car,222,551,344,614,4.0699,1.51412,1.52223,-1.06496,-0.8747695472803595,0.48453920290407354
944,525,985,563,4.134,1.579,1.594,-1.224,-0.773,-0.931,2017_0715_174605_079_001982,car,944,532,982,564,3.60941,1.24998,1.49235,1.46718,0.9946366295699532,0.10343101622687298
